tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name
LZEP_07712-RA	LZEP_07712	LZEP_chr_1	+	2	351	351	0	0	protein_coding	LZEP_07712
LZEP_07714-RA	LZEP_07714	LZEP_chr_1	+	13	2931	2931	0	0	protein_coding	LZEP_07714
LZEP_07715-RA	LZEP_07715	LZEP_chr_1	-	8	4345	3438	128	779	protein_coding	LZEP_07715
LZEP_07716-RA	LZEP_07716	LZEP_chr_1	+	4	1674	879	511	284	protein_coding	LZEP_07716
LZEP_07718-RA	LZEP_07718	LZEP_chr_1	-	13	10042	5748	223	4071	protein_coding	LZEP_07718
LZEP_07719-RA	LZEP_07719	LZEP_chr_1	+	7	2235	2235	0	0	protein_coding	LZEP_07719
LZEP_07722-RA	LZEP_07722	LZEP_chr_1	-	6	5080	4143	0	937	protein_coding	LZEP_07722
LZEP_07723-RA	LZEP_07723	LZEP_chr_1	-	4	558	558	0	0	protein_coding	LZEP_07723
LZEP_07724-RA	LZEP_07724	LZEP_chr_1	-	9	2091	2091	0	0	protein_coding	LZEP_07724
LZEP_07727-RA	LZEP_07727	LZEP_chr_1	+	9	1533	1533	0	0	protein_coding	LZEP_07727
LZEP_07730-RA	LZEP_07730	LZEP_chr_1	+	2	4894	519	0	4375	protein_coding	LZEP_07730
LZEP_07733-RA	LZEP_07733	LZEP_chr_1	+	4	3824	501	437	2886	protein_coding	LZEP_07733
LZEP_07734-RA	LZEP_07734	LZEP_chr_1	-	6	1275	1275	0	0	protein_coding	LZEP_07734
LZEP_07736-RA	LZEP_07736	LZEP_chr_1	+	6	4286	1872	277	2137	protein_coding	LZEP_07736
LZEP_07741-RA	LZEP_07741	LZEP_chr_1	+	5	5240	513	432	4295	protein_coding	LZEP_07741
LZEP_07742-RA	LZEP_07742	LZEP_chr_1	-	26	8545	6036	0	2509	protein_coding	LZEP_07742
LZEP_07744-RA	LZEP_07744	LZEP_chr_1	+	14	4010	2946	0	1064	protein_coding	LZEP_07744
LZEP_07747-RA	LZEP_07747	LZEP_chr_1	-	7	1540	561	473	506	protein_coding	LZEP_07747
LZEP_07748-RA	LZEP_07748	LZEP_chr_1	+	1	315	315	0	0	protein_coding	LZEP_07748
LZEP_07749-RA	LZEP_07749	LZEP_chr_1	+	5	1549	867	0	682	protein_coding	LZEP_07749
LZEP_07752-RA	LZEP_07752	LZEP_chr_1	+	4	444	444	0	0	protein_coding	LZEP_07752
LZEP_07753-RA	LZEP_07753	LZEP_chr_1	-	6	1731	1731	0	0	protein_coding	LZEP_07753
LZEP_07755-RA	LZEP_07755	LZEP_chr_1	+	4	1566	1566	0	0	protein_coding	LZEP_07755
LZEP_07756-RA	LZEP_07756	LZEP_chr_1	-	3	2312	561	482	1269	protein_coding	LZEP_07756
LZEP_07760-RA	LZEP_07760	LZEP_chr_1	-	9	1470	1470	0	0	protein_coding	LZEP_07760
LZEP_07762-RA	LZEP_07762	LZEP_chr_1	-	17	4005	4005	0	0	protein_coding	LZEP_07762
LZEP_07763-RA	LZEP_07763	LZEP_chr_1	-	1	429	429	0	0	protein_coding	LZEP_07763
LZEP_07764-RA	LZEP_07764	LZEP_chr_1	+	4	3589	516	425	2648	protein_coding	LZEP_07764
LZEP_07765-RA	LZEP_07765	LZEP_chr_1	-	4	1229	687	0	542	protein_coding	LZEP_07765
LZEP_07766-RA	LZEP_07766	LZEP_chr_1	+	1	2685	2685	0	0	protein_coding	LZEP_07766
LZEP_07768-RA	LZEP_07768	LZEP_chr_1	-	1	918	918	0	0	protein_coding	LZEP_07768
LZEP_07769-RA	LZEP_07769	LZEP_chr_1	+	3	276	276	0	0	protein_coding	LZEP_07769
LZEP_07771-RA	LZEP_07771	LZEP_chr_1	+	7	345	345	0	0	protein_coding	LZEP_07771
LZEP_07774-RA	LZEP_07774	LZEP_chr_1	+	11	4325	1686	442	2197	protein_coding	LZEP_07774
LZEP_07775-RA	LZEP_07775	LZEP_chr_1	-	1	477	477	0	0	protein_coding	LZEP_07775
LZEP_07776-RA	LZEP_07776	LZEP_chr_1	+	2	609	609	0	0	protein_coding	LZEP_07776
LZEP_07778-RA	LZEP_07778	LZEP_chr_1	-	2	585	585	0	0	protein_coding	LZEP_07778
LZEP_07779-RA	LZEP_07779	LZEP_chr_1	-	2	1614	1614	0	0	protein_coding	LZEP_07779
LZEP_07780-RA	LZEP_07780	LZEP_chr_1	+	4	825	825	0	0	protein_coding	LZEP_07780
LZEP_07781-RA	LZEP_07781	LZEP_chr_1	-	4	2826	978	0	1848	protein_coding	LZEP_07781
LZEP_07782-RA	LZEP_07782	LZEP_chr_1	+	1	3720	3720	0	0	protein_coding	LZEP_07782
LZEP_07784-RA	LZEP_07784	LZEP_chr_1	+	6	876	591	285	0	protein_coding	LZEP_07784
LZEP_07787-RA	LZEP_07787	LZEP_chr_1	+	4	1491	1491	0	0	protein_coding	LZEP_07787
LZEP_07788-RA	LZEP_07788	LZEP_chr_1	-	3	600	600	0	0	protein_coding	LZEP_07788
LZEP_07789-RA	LZEP_07789	LZEP_chr_1	+	1	438	438	0	0	protein_coding	LZEP_07789
LZEP_07790-RA	LZEP_07790	LZEP_chr_1	-	5	1353	1353	0	0	protein_coding	LZEP_07790
LZEP_07793-RA	LZEP_07793	LZEP_chr_1	+	9	2841	2841	0	0	protein_coding	LZEP_07793
LZEP_07795-RA	LZEP_07795	LZEP_chr_1	-	2	540	540	0	0	protein_coding	LZEP_07795
LZEP_07796-RA	LZEP_07796	LZEP_chr_1	-	1	291	291	0	0	protein_coding	LZEP_07796
LZEP_07797-RA	LZEP_07797	LZEP_chr_1	-	3	555	555	0	0	protein_coding	LZEP_07797
LZEP_07800-RA	LZEP_07800	LZEP_chr_1	+	3	1314	1314	0	0	protein_coding	LZEP_07800
LZEP_07803-RA	LZEP_07803	LZEP_chr_1	+	9	2167	1986	0	181	protein_coding	LZEP_07803
LZEP_07806-RA	LZEP_07806	LZEP_chr_1	+	12	11270	3696	0	7574	protein_coding	LZEP_07806
LZEP_07806-RB	LZEP_07806	LZEP_chr_1	+	12	11252	3678	0	7574	protein_coding	LZEP_07806
LZEP_07811-RA	LZEP_07811	LZEP_chr_1	+	10	4836	3207	0	1629	protein_coding	LZEP_07811
LZEP_07812-RA	LZEP_07812	LZEP_chr_1	-	3	3433	1878	775	780	protein_coding	LZEP_07812
LZEP_07813-RA	LZEP_07813	LZEP_chr_1	-	6	1684	777	0	907	protein_coding	LZEP_07813
LZEP_07814-RA	LZEP_07814	LZEP_chr_1	+	21	4523	4401	122	0	protein_coding	LZEP_07814
LZEP_07815-RA	LZEP_07815	LZEP_chr_1	-	5	1532	636	367	529	protein_coding	LZEP_07815
LZEP_07816-RA	LZEP_07816	LZEP_chr_1	+	7	1583	1173	165	245	protein_coding	LZEP_07816
LZEP_07817-RA	LZEP_07817	LZEP_chr_1	-	9	1125	1125	0	0	protein_coding	LZEP_07817
LZEP_07821-RA	LZEP_07821	LZEP_chr_1	+	5	1860	834	184	842	protein_coding	LZEP_07821
LZEP_07824-RA	LZEP_07824	LZEP_chr_1	-	18	9502	3096	621	5785	protein_coding	LZEP_07824
LZEP_07824-RB	LZEP_07824	LZEP_chr_1	-	17	9499	3093	621	5785	protein_coding	LZEP_07824
LZEP_07824-RC	LZEP_07824	LZEP_chr_1	-	17	9433	3027	621	5785	protein_coding	LZEP_07824
LZEP_07825-RA	LZEP_07825	LZEP_chr_1	-	3	1025	465	58	502	protein_coding	LZEP_07825
LZEP_07826-RA	LZEP_07826	LZEP_chr_1	+	6	3940	843	100	2997	protein_coding	LZEP_07826
LZEP_07827-RA	LZEP_07827	LZEP_chr_1	+	15	2531	2127	404	0	protein_coding	LZEP_07827
LZEP_07827-RB	LZEP_07827	LZEP_chr_1	+	15	2522	2118	404	0	protein_coding	LZEP_07827
LZEP_07831-RA	LZEP_07831	LZEP_chr_1	+	4	909	909	0	0	protein_coding	LZEP_07831
LZEP_07832-RA	LZEP_07832	LZEP_chr_1	-	11	1659	1659	0	0	protein_coding	LZEP_07832
LZEP_07833-RA	LZEP_07833	LZEP_chr_1	+	15	11676	2808	438	8430	protein_coding	LZEP_07833
LZEP_07833-RB	LZEP_07833	LZEP_chr_1	+	16	11730	2862	438	8430	protein_coding	LZEP_07833
LZEP_07838-RA	LZEP_07838	LZEP_chr_1	+	7	1128	1128	0	0	protein_coding	LZEP_07838
LZEP_07840-RA	LZEP_07840	LZEP_chr_1	+	4	366	366	0	0	protein_coding	LZEP_07840
LZEP_07842-RA	LZEP_07842	LZEP_chr_1	+	5	1011	1011	0	0	protein_coding	LZEP_07842
LZEP_07843-RA	LZEP_07843	LZEP_chr_1	-	4	2028	540	0	1488	protein_coding	LZEP_07843
LZEP_07844-RA	LZEP_07844	LZEP_chr_1	-	2	510	510	0	0	protein_coding	LZEP_07844
LZEP_07845-RA	LZEP_07845	LZEP_chr_1	-	2	372	372	0	0	protein_coding	LZEP_07845
LZEP_07846-RA	LZEP_07846	LZEP_chr_1	-	1	591	591	0	0	protein_coding	LZEP_07846
LZEP_07851-RA	LZEP_07851	LZEP_chr_1	-	4	3237	1233	0	2004	protein_coding	LZEP_07851
LZEP_07853-RA	LZEP_07853	LZEP_chr_1	+	1	330	330	0	0	protein_coding	LZEP_07853
LZEP_07855-RA	LZEP_07855	LZEP_chr_1	-	2	2096	1464	391	241	protein_coding	LZEP_07855
LZEP_07856-RA	LZEP_07856	LZEP_chr_1	+	7	3683	1317	646	1720	protein_coding	LZEP_07856
LZEP_07857-RA	LZEP_07857	LZEP_chr_1	-	7	3357	3357	0	0	protein_coding	LZEP_07857
LZEP_07858-RA	LZEP_07858	LZEP_chr_1	-	2	633	633	0	0	protein_coding	LZEP_07858
LZEP_07860-RA	LZEP_07860	LZEP_chr_1	-	5	1443	1443	0	0	protein_coding	LZEP_07860
LZEP_07861-RA	LZEP_07861	LZEP_chr_1	+	4	1071	288	395	388	protein_coding	LZEP_07861
LZEP_07864-RA	LZEP_07864	LZEP_chr_1	-	5	3122	2505	617	0	protein_coding	LZEP_07864
LZEP_07866-RA	LZEP_07866	LZEP_chr_1	-	6	4154	1050	371	2733	protein_coding	LZEP_07866
LZEP_07867-RA	LZEP_07867	LZEP_chr_1	+	2	954	954	0	0	protein_coding	LZEP_07867
LZEP_07868-RA	LZEP_07868	LZEP_chr_1	-	5	3305	924	316	2065	protein_coding	LZEP_07868
LZEP_07870-RA	LZEP_07870	LZEP_chr_1	-	5	612	612	0	0	protein_coding	LZEP_07870
LZEP_07872-RA	LZEP_07872	LZEP_chr_1	+	8	3646	1992	765	889	protein_coding	LZEP_07872
LZEP_07873-RA	LZEP_07873	LZEP_chr_1	-	2	5628	2085	0	3543	protein_coding	LZEP_07873
LZEP_07873-RB	LZEP_07873	LZEP_chr_1	-	3	6947	2139	1265	3543	protein_coding	LZEP_07873
LZEP_07874-RA	LZEP_07874	LZEP_chr_1	-	2	909	909	0	0	protein_coding	LZEP_07874
LZEP_07877-RA	LZEP_07877	LZEP_chr_1	-	4	1252	696	228	328	protein_coding	LZEP_07877
LZEP_07878-RA	LZEP_07878	LZEP_chr_1	-	24	8019	6663	0	1356	protein_coding	LZEP_07878
LZEP_07883-RA	LZEP_07883	LZEP_chr_1	+	4	2587	1887	0	700	protein_coding	LZEP_07883
LZEP_07885-RA	LZEP_07885	LZEP_chr_1	+	6	2549	1056	462	1031	protein_coding	LZEP_07885
LZEP_07886-RA	LZEP_07886	LZEP_chr_1	-	1	438	438	0	0	protein_coding	LZEP_07886
LZEP_07888-RA	LZEP_07888	LZEP_chr_1	+	1	336	336	0	0	protein_coding	LZEP_07888
LZEP_07890-RA	LZEP_07890	LZEP_chr_1	+	1	213	213	0	0	protein_coding	LZEP_07890
LZEP_07892-RA	LZEP_07892	LZEP_chr_1	+	1	342	342	0	0	protein_coding	LZEP_07892
LZEP_07893-RA	LZEP_07893	LZEP_chr_1	-	17	3402	3402	0	0	protein_coding	LZEP_07893
LZEP_07894-RA	LZEP_07894	LZEP_chr_1	-	3	324	324	0	0	protein_coding	LZEP_07894
LZEP_07895-RA	LZEP_07895	LZEP_chr_1	-	1	387	387	0	0	protein_coding	LZEP_07895
LZEP_07897-RA	LZEP_07897	LZEP_chr_1	+	5	1206	1206	0	0	protein_coding	LZEP_07897
LZEP_07898-RA	LZEP_07898	LZEP_chr_1	+	3	654	654	0	0	protein_coding	LZEP_07898
LZEP_07899-RA	LZEP_07899	LZEP_chr_1	+	1	294	294	0	0	protein_coding	LZEP_07899
LZEP_07900-RA	LZEP_07900	LZEP_chr_1	-	4	4167	2064	195	1908	protein_coding	LZEP_07900
LZEP_07901-RA	LZEP_07901	LZEP_chr_1	+	3	4501	297	328	3876	protein_coding	LZEP_07901
LZEP_07901-RB	LZEP_07901	LZEP_chr_1	+	3	4470	465	328	3677	protein_coding	LZEP_07901
LZEP_07904-RA	LZEP_07904	LZEP_chr_1	+	9	3444	1716	654	1074	protein_coding	LZEP_07904
LZEP_07908-RA	LZEP_07908	LZEP_chr_1	+	6	3597	909	538	2150	protein_coding	LZEP_07908
LZEP_07910-RA	LZEP_07910	LZEP_chr_1	-	8	9528	3273	935	5320	protein_coding	LZEP_07910
LZEP_07911-RA	LZEP_07911	LZEP_chr_1	+	3	1038	1038	0	0	protein_coding	LZEP_07911
LZEP_07913-RA	LZEP_07913	LZEP_chr_1	+	8	2579	2307	272	0	protein_coding	LZEP_07913
LZEP_07917-RA	LZEP_07917	LZEP_chr_1	-	8	5857	4611	0	1246	protein_coding	LZEP_07917
LZEP_07918-RA	LZEP_07918	LZEP_chr_1	-	5	864	864	0	0	protein_coding	LZEP_07918
LZEP_07918-RB	LZEP_07918	LZEP_chr_1	-	5	864	864	0	0	protein_coding	LZEP_07918
LZEP_07920-RA	LZEP_07920	LZEP_chr_1	+	12	9292	3645	846	4801	protein_coding	LZEP_07920
LZEP_07924-RA	LZEP_07924	LZEP_chr_1	+	6	2400	1221	1179	0	protein_coding	LZEP_07924
LZEP_07927-RA	LZEP_07927	LZEP_chr_1	+	5	1797	1158	0	639	protein_coding	LZEP_07927
LZEP_07931-RA	LZEP_07931	LZEP_chr_1	-	10	1920	1920	0	0	protein_coding	LZEP_07931
LZEP_07939-RA	LZEP_07939	LZEP_chr_1	-	1	387	387	0	0	protein_coding	LZEP_07939
LZEP_07940-RA	LZEP_07940	LZEP_chr_1	-	2	345	345	0	0	protein_coding	LZEP_07940
LZEP_07941-RA	LZEP_07941	LZEP_chr_1	+	2	387	387	0	0	protein_coding	LZEP_07941
LZEP_07942-RA	LZEP_07942	LZEP_chr_1	-	1	519	519	0	0	protein_coding	LZEP_07942
LZEP_07943-RA	LZEP_07943	LZEP_chr_1	+	1	438	438	0	0	protein_coding	LZEP_07943
LZEP_07944-RA	LZEP_07944	LZEP_chr_1	-	1	378	378	0	0	protein_coding	LZEP_07944
LZEP_07945-RA	LZEP_07945	LZEP_chr_1	+	1	423	423	0	0	protein_coding	LZEP_07945
LZEP_07946-RA	LZEP_07946	LZEP_chr_1	+	2	708	708	0	0	protein_coding	LZEP_07946
LZEP_07947-RA	LZEP_07947	LZEP_chr_1	-	2	282	282	0	0	protein_coding	LZEP_07947
LZEP_07948-RA	LZEP_07948	LZEP_chr_1	+	4	1265	951	0	314	protein_coding	LZEP_07948
LZEP_07950-RA	LZEP_07950	LZEP_chr_1	-	3	375	375	0	0	protein_coding	LZEP_07950
LZEP_07951-RA	LZEP_07951	LZEP_chr_1	-	1	540	540	0	0	protein_coding	LZEP_07951
LZEP_07952-RA	LZEP_07952	LZEP_chr_1	+	1	369	369	0	0	protein_coding	LZEP_07952
LZEP_07953-RA	LZEP_07953	LZEP_chr_1	-	1	1380	1380	0	0	protein_coding	LZEP_07953
LZEP_07954-RA	LZEP_07954	LZEP_chr_1	+	9	2809	1743	911	155	protein_coding	LZEP_07954
LZEP_07955-RA	LZEP_07955	LZEP_chr_1	+	4	1452	1452	0	0	protein_coding	LZEP_07955
LZEP_07956-RA	LZEP_07956	LZEP_chr_1	+	1	1080	1080	0	0	protein_coding	LZEP_07956
LZEP_07957-RA	LZEP_07957	LZEP_chr_1	+	2	303	303	0	0	protein_coding	LZEP_07957
LZEP_07958-RA	LZEP_07958	LZEP_chr_1	-	1	285	285	0	0	protein_coding	LZEP_07958
LZEP_07959-RA	LZEP_07959	LZEP_chr_1	+	3	324	324	0	0	protein_coding	LZEP_07959
LZEP_07960-RA	LZEP_07960	LZEP_chr_1	+	2	816	387	0	429	protein_coding	LZEP_07960
LZEP_07961-RA	LZEP_07961	LZEP_chr_1	+	5	579	579	0	0	protein_coding	LZEP_07961
LZEP_07963-RA	LZEP_07963	LZEP_chr_1	+	9	3687	1677	144	1866	protein_coding	LZEP_07963
LZEP_07964-RA	LZEP_07964	LZEP_chr_1	+	5	1587	948	639	0	protein_coding	LZEP_07964
LZEP_07965-RA	LZEP_07965	LZEP_chr_1	-	2	459	459	0	0	protein_coding	LZEP_07965
LZEP_07967-RA	LZEP_07967	LZEP_chr_1	-	5	4771	1323	0	3448	protein_coding	LZEP_07967
LZEP_07969-RA	LZEP_07969	LZEP_chr_1	+	13	7925	2631	2360	2934	protein_coding	LZEP_07969
LZEP_07970-RA	LZEP_07970	LZEP_chr_1	-	4	3850	537	56	3257	protein_coding	LZEP_07970
LZEP_07971-RA	LZEP_07971	LZEP_chr_1	-	6	1437	1164	0	273	protein_coding	LZEP_07971
LZEP_07972-RA	LZEP_07972	LZEP_chr_1	+	2	1953	1953	0	0	protein_coding	LZEP_07972
LZEP_07978-RA	LZEP_07978	LZEP_chr_1	+	4	1025	570	455	0	protein_coding	LZEP_07978
LZEP_07979-RA	LZEP_07979	LZEP_chr_1	+	4	743	450	293	0	protein_coding	LZEP_07979
LZEP_07980-RA	LZEP_07980	LZEP_chr_1	+	2	386	264	0	122	protein_coding	LZEP_07980
LZEP_07982-RA	LZEP_07982	LZEP_chr_1	+	12	2690	2532	132	26	protein_coding	LZEP_07982
LZEP_07984-RA	LZEP_07984	LZEP_chr_1	-	4	342	342	0	0	protein_coding	LZEP_07984
LZEP_07985-RA	LZEP_07985	LZEP_chr_1	-	15	4173	2976	0	1197	protein_coding	LZEP_07985
LZEP_07986-RA	LZEP_07986	LZEP_chr_1	+	11	4852	1719	1062	2071	protein_coding	LZEP_07986
LZEP_07987-RA	LZEP_07987	LZEP_chr_1	-	4	1350	1350	0	0	protein_coding	LZEP_07987
LZEP_07988-RA	LZEP_07988	LZEP_chr_1	-	1	2145	2145	0	0	protein_coding	LZEP_07988
LZEP_07991-RA	LZEP_07991	LZEP_chr_1	-	4	1077	1077	0	0	protein_coding	LZEP_07991
LZEP_07992-RA	LZEP_07992	LZEP_chr_1	-	2	987	987	0	0	protein_coding	LZEP_07992
LZEP_07993-RA	LZEP_07993	LZEP_chr_1	-	1	1110	1110	0	0	protein_coding	LZEP_07993
LZEP_07996-RA	LZEP_07996	LZEP_chr_1	-	4	1050	1050	0	0	protein_coding	LZEP_07996
LZEP_07998-RA	LZEP_07998	LZEP_chr_1	-	5	1104	618	0	486	protein_coding	LZEP_07998
LZEP_08002-RA	LZEP_08002	LZEP_chr_1	+	6	1314	1314	0	0	protein_coding	LZEP_08002
LZEP_08003-RA	LZEP_08003	LZEP_chr_1	-	11	3928	2031	230	1667	protein_coding	LZEP_08003
LZEP_08006-RA	LZEP_08006	LZEP_chr_1	-	6	1551	1551	0	0	protein_coding	LZEP_08006
LZEP_08008-RA	LZEP_08008	LZEP_chr_1	-	1	363	363	0	0	protein_coding	LZEP_08008
LZEP_08009-RA	LZEP_08009	LZEP_chr_1	-	1	600	600	0	0	protein_coding	LZEP_08009
LZEP_08010-RA	LZEP_08010	LZEP_chr_1	-	13	3639	1956	0	1683	protein_coding	LZEP_08010
LZEP_08010-RB	LZEP_08010	LZEP_chr_1	-	14	4763	1170	0	3593	protein_coding	LZEP_08010
LZEP_08010-RC	LZEP_08010	LZEP_chr_1	-	13	5149	942	2524	1683	protein_coding	LZEP_08010
LZEP_08011-RA	LZEP_08011	LZEP_chr_1	+	4	4586	4113	473	0	protein_coding	LZEP_08011
LZEP_08015-RA	LZEP_08015	LZEP_chr_1	+	11	3513	3513	0	0	protein_coding	LZEP_08015
LZEP_08016-RA	LZEP_08016	LZEP_chr_1	+	17	9316	5841	531	2944	protein_coding	LZEP_08016
LZEP_08016-RB	LZEP_08016	LZEP_chr_1	+	16	9160	5685	531	2944	protein_coding	LZEP_08016
LZEP_08016-RC	LZEP_08016	LZEP_chr_1	+	15	9097	5622	531	2944	protein_coding	LZEP_08016
LZEP_08016-RD	LZEP_08016	LZEP_chr_1	+	16	9151	5676	531	2944	protein_coding	LZEP_08016
LZEP_08017-RA	LZEP_08017	LZEP_chr_1	-	1	399	399	0	0	protein_coding	LZEP_08017
LZEP_08018-RA	LZEP_08018	LZEP_chr_1	+	10	3836	1605	2231	0	protein_coding	LZEP_08018
LZEP_08019-RA	LZEP_08019	LZEP_chr_1	-	7	1624	789	0	835	protein_coding	LZEP_08019
LZEP_08020-RA	LZEP_08020	LZEP_chr_1	-	5	903	903	0	0	protein_coding	LZEP_08020
LZEP_08027-RA	LZEP_08027	LZEP_chr_1	-	10	4722	2829	162	1731	protein_coding	LZEP_08027
LZEP_08028-RA	LZEP_08028	LZEP_chr_1	+	3	1242	1242	0	0	protein_coding	LZEP_08028
LZEP_08030-RA	LZEP_08030	LZEP_chr_1	-	3	4671	4671	0	0	protein_coding	LZEP_08030
LZEP_08031-RA	LZEP_08031	LZEP_chr_1	-	7	1134	1134	0	0	protein_coding	LZEP_08031
LZEP_08033-RA	LZEP_08033	LZEP_chr_1	-	7	1678	1032	646	0	protein_coding	LZEP_08033
LZEP_08034-RA	LZEP_08034	LZEP_chr_1	-	6	8366	975	515	6876	protein_coding	LZEP_08034
LZEP_08035-RA	LZEP_08035	LZEP_chr_1	+	1	402	402	0	0	protein_coding	LZEP_08035
LZEP_08037-RA	LZEP_08037	LZEP_chr_1	-	10	6813	3327	673	2813	protein_coding	LZEP_08037
LZEP_08037-RB	LZEP_08037	LZEP_chr_1	-	10	6810	3324	673	2813	protein_coding	LZEP_08037
LZEP_08038-RA	LZEP_08038	LZEP_chr_1	+	5	819	819	0	0	protein_coding	LZEP_08038
LZEP_08040-RA	LZEP_08040	LZEP_chr_1	+	5	1520	1101	419	0	protein_coding	LZEP_08040
LZEP_08041-RA	LZEP_08041	LZEP_chr_1	+	8	3681	3681	0	0	protein_coding	LZEP_08041
LZEP_08045-RA	LZEP_08045	LZEP_chr_1	-	6	2324	438	859	1027	protein_coding	LZEP_08045
LZEP_08045-RB	LZEP_08045	LZEP_chr_1	-	6	2336	450	859	1027	protein_coding	LZEP_08045
LZEP_08048-RA	LZEP_08048	LZEP_chr_1	+	11	9221	1995	117	7109	protein_coding	LZEP_08048
LZEP_08049-RA	LZEP_08049	LZEP_chr_1	-	4	8861	1767	0	7094	protein_coding	LZEP_08049
LZEP_08050-RA	LZEP_08050	LZEP_chr_1	+	9	1776	1776	0	0	protein_coding	LZEP_08050
LZEP_08051-RA	LZEP_08051	LZEP_chr_1	-	1	618	618	0	0	protein_coding	LZEP_08051
LZEP_08052-RA	LZEP_08052	LZEP_chr_1	-	2	321	258	63	0	protein_coding	LZEP_08052
LZEP_08053-RA	LZEP_08053	LZEP_chr_1	+	1	660	660	0	0	protein_coding	LZEP_08053
LZEP_08054-RA	LZEP_08054	LZEP_chr_1	-	5	1215	1215	0	0	protein_coding	LZEP_08054
LZEP_08055-RA	LZEP_08055	LZEP_chr_1	+	6	780	780	0	0	protein_coding	LZEP_08055
LZEP_08057-RA	LZEP_08057	LZEP_chr_1	-	5	1032	1032	0	0	protein_coding	LZEP_08057
LZEP_08062-RA	LZEP_08062	LZEP_chr_1	+	6	9282	1140	77	8065	protein_coding	LZEP_08062
LZEP_08063-RA	LZEP_08063	LZEP_chr_1	-	5	6549	1515	0	5034	protein_coding	LZEP_08063
LZEP_08065-RA	LZEP_08065	LZEP_chr_1	+	3	459	459	0	0	protein_coding	LZEP_08065
LZEP_08066-RA	LZEP_08066	LZEP_chr_1	-	5	3130	1272	1141	717	protein_coding	LZEP_08066
LZEP_08068-RA	LZEP_08068	LZEP_chr_1	+	2	892	594	0	298	protein_coding	LZEP_08068
LZEP_08069-RA	LZEP_08069	LZEP_chr_1	-	6	1865	1491	374	0	protein_coding	LZEP_08069
LZEP_08070-RA	LZEP_08070	LZEP_chr_1	+	16	5160	4866	294	0	protein_coding	LZEP_08070
LZEP_08072-RA	LZEP_08072	LZEP_chr_1	+	6	3273	1227	0	2046	protein_coding	LZEP_08072
LZEP_08072-RB	LZEP_08072	LZEP_chr_1	+	6	3222	1176	0	2046	protein_coding	LZEP_08072
LZEP_08074-RA	LZEP_08074	LZEP_chr_1	-	6	4166	690	1493	1983	protein_coding	LZEP_08074
LZEP_08075-RA	LZEP_08075	LZEP_chr_1	+	6	3504	1023	0	2481	protein_coding	LZEP_08075
LZEP_08076-RA	LZEP_08076	LZEP_chr_1	-	15	3286	2760	526	0	protein_coding	LZEP_08076
LZEP_08077-RA	LZEP_08077	LZEP_chr_1	+	38	12112	9006	2623	483	protein_coding	LZEP_08077
LZEP_08079-RA	LZEP_08079	LZEP_chr_1	+	10	3203	2154	0	1049	protein_coding	LZEP_08079
LZEP_08080-RA	LZEP_08080	LZEP_chr_1	-	6	975	975	0	0	protein_coding	LZEP_08080
LZEP_08082-RA	LZEP_08082	LZEP_chr_1	-	7	2514	2514	0	0	protein_coding	LZEP_08082
LZEP_08084-RA	LZEP_08084	LZEP_chr_1	-	5	2024	1005	0	1019	protein_coding	LZEP_08084
LZEP_08088-RA	LZEP_08088	LZEP_chr_1	-	1	1341	1341	0	0	protein_coding	LZEP_08088
LZEP_08089-RA	LZEP_08089	LZEP_chr_1	+	5	1429	996	433	0	protein_coding	LZEP_08089
LZEP_08090-RA	LZEP_08090	LZEP_chr_1	+	23	4392	4392	0	0	protein_coding	LZEP_08090
LZEP_08092-RA	LZEP_08092	LZEP_chr_1	+	4	1774	1059	715	0	protein_coding	LZEP_08092
LZEP_08093-RA	LZEP_08093	LZEP_chr_1	-	2	2735	324	782	1629	protein_coding	LZEP_08093
LZEP_08096-RA	LZEP_08096	LZEP_chr_1	-	8	2253	2253	0	0	protein_coding	LZEP_08096
LZEP_08097-RA	LZEP_08097	LZEP_chr_1	-	9	2637	2451	0	186	protein_coding	LZEP_08097
LZEP_08097-RB	LZEP_08097	LZEP_chr_1	-	9	2736	2550	0	186	protein_coding	LZEP_08097
LZEP_08098-RA	LZEP_08098	LZEP_chr_1	-	12	2784	2553	231	0	protein_coding	LZEP_08098
LZEP_08099-RA	LZEP_08099	LZEP_chr_1	+	9	2531	1668	360	503	protein_coding	LZEP_08099
LZEP_08099-RB	LZEP_08099	LZEP_chr_1	+	9	2528	1665	360	503	protein_coding	LZEP_08099
LZEP_08102-RA	LZEP_08102	LZEP_chr_1	-	14	2252	2034	105	113	protein_coding	LZEP_08102
LZEP_08103-RA	LZEP_08103	LZEP_chr_1	+	2	1700	513	300	887	protein_coding	LZEP_08103
LZEP_08105-RA	LZEP_08105	LZEP_chr_1	+	19	6348	4446	382	1520	protein_coding	LZEP_08105
LZEP_08106-RA	LZEP_08106	LZEP_chr_1	-	14	7688	4296	0	3392	protein_coding	LZEP_08106
LZEP_08109-RA	LZEP_08109	LZEP_chr_1	+	1	1077	1077	0	0	protein_coding	LZEP_08109
LZEP_08111-RA	LZEP_08111	LZEP_chr_1	+	4	3980	1089	1159	1732	protein_coding	LZEP_08111
LZEP_08112-RA	LZEP_08112	LZEP_chr_1	+	4	4897	489	404	4004	protein_coding	LZEP_08112
